timestamp,traffic
2012-03-01 00:00:00,62.30503795721186
2012-03-01 00:05:00,62.3358158883521
2012-03-01 00:10:00,61.85814929836669
2012-03-01 00:15:00,0.0
2012-03-01 00:20:00,0.0
2012-03-01 00:25:00,61.759259259259245
2012-03-01 00:30:00,61.107056590752244
2012-03-01 00:35:00,61.04632505175984
2012-03-01 00:40:00,60.70729813664596
2012-03-01 00:45:00,60.70436507936508
2012-03-01 00:50:00,60.80683996626026
2012-03-01 00:55:00,60.7169887278583
2012-03-01 01:00:00,60.57367149758454
2012-03-01 01:05:00,60.49088451805845
2012-03-01 01:10:00,60.15553830227743
2012-03-01 01:15:00,60.55240203972084
2012-03-01 01:20:00,60.29042443064181
2012-03-01 01:25:00,60.629821332719864
2012-03-01 01:30:00,60.08782877079979
2012-03-01 01:35:00,59.62143432252128
2012-03-01 01:40:00,59.15743616287095
2012-03-01 01:45:00,58.79106280193237
2012-03-01 01:50:00,59.26280576642893
2012-03-01 01:55:00,58.998964803312624
2012-03-01 02:00:00,58.84420289855072
2012-03-01 02:05:00,59.52533356337703
2012-03-01 02:10:00,60.6831531324285
2012-03-01 02:15:00,61.28660570508396
2012-03-01 02:20:00,60.84551606471895
2012-03-01 02:25:00,60.002461467678856
2012-03-01 02:30:00,59.3622325741891
2012-03-01 02:35:00,58.485545586994846
2012-03-01 02:40:00,59.022103366306226
2012-03-01 02:45:00,59.075914423740485
2012-03-01 02:50:00,58.67488114408404
2012-03-01 02:55:00,58.51429146537843
2012-03-01 03:00:00,57.89846445824707
2012-03-01 03:05:00,57.97498274672188
2012-03-01 03:10:00,57.043156199677966
2012-03-01 03:15:00,56.215234644582466
2012-03-01 03:20:00,56.11735104669887
2012-03-01 03:25:00,56.8118530020704
2012-03-01 03:30:00,57.10662525879917
2012-03-01 03:35:00,57.98658078368223
2012-03-01 03:40:00,58.69151138716356
2012-03-01 03:45:00,58.07930756843799
2012-03-01 03:50:00,57.65674603174604
2012-03-01 03:55:00,58.39647074610844
2012-03-01 04:00:00,57.70700483091784
2012-03-01 04:05:00,57.52415458937198
2012-03-01 04:10:00,57.483373590982275
2012-03-01 04:15:00,58.16614906832298
2012-03-01 04:20:00,59.060731538992414
2012-03-01 04:25:00,58.38776742581087
2012-03-01 04:30:00,58.70619967793881
2012-03-01 04:35:00,59.877818035426735
2012-03-01 04:40:00,60.33681274442144
2012-03-01 04:45:00,60.97307530097383
2012-03-01 04:50:00,60.20335863814124
2012-03-01 04:55:00,60.49889579020014
2012-03-01 05:00:00,59.778841729928686
2012-03-01 05:05:00,60.2514377731769
2012-03-01 05:10:00,61.00215665976536
2012-03-01 05:15:00,61.61916839199452
2012-03-01 05:20:00,61.346484165324775
2012-03-01 05:25:00,62.34236254888429
2012-03-01 05:30:00,62.21766927382869
2012-03-01 05:35:00,62.39903956751783
2012-03-01 05:40:00,62.103807223372435
2012-03-01 05:45:00,62.60780423280425
2012-03-01 05:50:00,60.97096656698103
2012-03-01 05:55:00,60.91375469672569
2012-03-01 06:00:00,60.890240395675185
2012-03-01 06:05:00,59.64412238325279
2012-03-01 06:10:00,60.076777087646654
2012-03-01 06:15:00,59.783950617283914
2012-03-01 06:20:00,58.996348056130664
2012-03-01 06:25:00,58.65534276512537
2012-03-01 06:30:00,58.36934475883751
2012-03-01 06:35:00,58.02936891342689
2012-03-01 06:40:00,56.650793650793645
2012-03-01 06:45:00,56.165401426270975
2012-03-01 06:50:00,56.04644007361399
2012-03-01 06:55:00,56.44853730542135
2012-03-01 07:00:00,55.718627789279964
2012-03-01 07:05:00,54.381038647343004
2012-03-01 07:10:00,53.43557625948931
2012-03-01 07:15:00,52.21859903381642
2012-03-01 07:20:00,50.8725845410628
2012-03-01 07:25:00,49.58396595353118
2012-03-01 07:30:00,49.71913963653092
2012-03-01 07:35:00,48.78347135955832
2012-03-01 07:40:00,48.40804002760525
2012-03-01 07:45:00,48.02174488152749
2012-03-01 07:50:00,47.599785292538925
2012-03-01 07:55:00,47.619852772026675
2012-03-01 08:00:00,47.47123495130743
2012-03-01 08:05:00,47.90674603174604
2012-03-01 08:10:00,47.72073652327277
2012-03-01 08:15:00,47.02518978605936
2012-03-01 08:20:00,46.434092477570736
2012-03-01 08:25:00,46.343115942028966
2012-03-01 08:30:00,45.3033988957902
2012-03-01 08:35:00,45.78861858753164
2012-03-01 08:40:00,45.92952035886818
2012-03-01 08:45:00,46.29956483398508
2012-03-01 08:50:00,46.2833850931677
2012-03-01 08:55:00,45.58586381412468
2012-03-01 09:00:00,46.423999309868876
2012-03-01 09:05:00,47.057300053676876
2012-03-01 09:10:00,47.395847711065095
2012-03-01 09:15:00,46.5835346215781
2012-03-01 09:20:00,46.6265067862894
2012-03-01 09:25:00,47.71966298596731
2012-03-01 09:30:00,47.99622153209109
2012-03-01 09:35:00,48.60791925465841
2012-03-01 09:40:00,48.348746261789735
2012-03-01 09:45:00,49.12224906065487
2012-03-01 09:50:00,49.490366919714745
2012-03-01 09:55:00,49.96719001610306
2012-03-01 10:00:00,50.71747757073844
2012-03-01 10:05:00,50.971819645732694
2012-03-01 10:10:00,50.79716854535693
2012-03-01 10:15:00,51.7967563837129
2012-03-01 10:20:00,52.236647879763844
2012-03-01 10:25:00,53.00008626639061
2012-03-01 10:30:00,52.942431561996806
2012-03-01 10:35:00,52.37732919254658
2012-03-01 10:40:00,52.90851928533091
2012-03-01 10:45:00,53.2001476113795
2012-03-01 10:50:00,54.022170462387855
2012-03-01 10:55:00,54.93084311019094
2012-03-01 11:00:00,55.462761674718195
2012-03-01 11:05:00,55.488919561383334
2012-03-01 11:10:00,55.93064182194617
2012-03-01 11:15:00,55.86832873245917
2012-03-01 11:20:00,55.8950138026225
2012-03-01 11:25:00,55.253757380569
2012-03-01 11:30:00,56.1211525189786
2012-03-01 11:35:00,56.10326086956519
2012-03-01 11:40:00,56.38258185721957
2012-03-01 11:45:00,56.28416149068325
2012-03-01 11:50:00,56.53804347826087
2012-03-01 11:55:00,56.82341653247453
2012-03-01 12:00:00,56.83132045088567
2012-03-01 12:05:00,57.24015412928457
2012-03-01 12:10:00,57.029727398205665
2012-03-01 12:15:00,56.99953416149069
2012-03-01 12:20:00,56.825808987040865
2012-03-01 12:25:00,56.84247757073844
2012-03-01 12:30:00,57.267627099148854
2012-03-01 12:35:00,56.91604746568513
2012-03-01 12:40:00,56.91793190706234
